year	cid	CODE	COUNTRY	Y	K	KBC30	LWDI	secondary	EGC	mlines	troads	cells	proads	rails
1972	21	DNK	Denmark	87702526829.08760	189740699809.37700	204558626544.53500	2446080.00000	1.17490	5263.00000	1405000.00000	64021.00000	0.00000	59540.00000	1984.00000
1973	21	DNK	Denmark	90891000211.67220	203121094163.84900	217049945294.89700	2511000.00000	1.22030	5418.00000	1501001.00000	65112.00000	0.00000	61205.00000	1999.00000
1974	21	DNK	Denmark	89203218119.08490	213014754137.16500	226107874200.35000	2522500.00000	1.26970	5969.00000	1600000.00000	65663.00000	0.00000	62380.00000	1999.00000
1975	21	DNK	Denmark	87152249306.25530	219128046692.26300	231435579551.65700	2580600.00000	1.32330	5958.00000	1706660.00000	66137.00000	0.00000	63492.00000	1999.00000
1976	21	DNK	Denmark	93251072362.74660	229026404864.52100	240595485752.35200	2587230.00000	1.37830	6236.00000	1835243.00000	66515.00000	0.00000	63854.00000	1999.00000
1977	21	DNK	Denmark	94049140563.24070	237253901695.45200	248128837730.01200	2645760.00000	1.43680	6453.00000	1954316.00000	66550.00000	0.00000	66550.00000	2004.00000
1978	21	DNK	Denmark	95524900134.33610	244513097701.04100	254735537573.52800	2654080.00000	1.49770	6459.00000	2055144.00000	67523.00000	0.00000	67523.00000	2004.00000
1979	21	DNK	Denmark	98438397418.76510	251794798900.79700	261403892380.93400	2712010.00000	1.55990	6774.00000	2155253.00000	68194.00000	0.00000	68194.00000	2015.00000
1980	21	DNK	Denmark	97185297522.90620	255423605492.02300	264456153363.35300	2715190.00000	1.62620	6768.00000	2225773.00000	68909.00000	0.00000	68909.00000	2015.00000
1981	21	DNK	Denmark	94359883078.48970	255057205823.00900	263547800822.05900	2714660.00000	1.69220	6758.00000	2288635.00000	69428.00000	0.00000	69428.00000	2015.00000
1982	21	DNK	Denmark	97134732015.26260	256147554462.74600	264128713761.85300	2763720.00000	1.76170	7894.00000	2351452.00000	69661.00000	7200.00000	69661.00000	2015.00000
1983	21	DNK	Denmark	98922873020.07630	257457968844.11400	264960258585.27400	2761560.00000	1.82950	7780.00000	2403245.00000	69827.00000	16100.00000	69827.00000	2448.00000
1984	21	DNK	Denmark	102954457279.25900	261641092829.23100	268693245185.92200	2760480.00000	1.89600	8145.00000	2465994.00000	69970.00000	30600.00000	69970.00000	2448.00000
1985	21	DNK	Denmark	106899905269.94300	267919224671.46400	274548247886.75400	2812700.00000	1.96010	8651.00000	2543290.00000	70147.00000	46100.00000	70147.00000	2471.00000
1986	21	DNK	Denmark	111645562470.32400	277320427522.26800	283551709344.64000	2816550.00000	2.02620	8625.00000	2628371.00000	70190.00000	57600.00000	70190.00000	2471.00000
1987	21	DNK	Denmark	111354598381.59900	284197685796.89900	290055090709.92800	2871120.00000	2.09430	8572.00000	2711690.00000	70488.00000	77400.00000	70488.00000	2476.00000
1988	21	DNK	Denmark	112769309004.38500	290926569657.85900	296432530276.10700	2872800.00000	2.16440	8443.00000	2791740.00000	70666.00000	101000.00000	70666.00000	2476.00000
1989	21	DNK	Denmark	113010088655.41400	297511905835.69400	302687508816.84700	2874480.00000	2.23590	8817.00000	2847872.00000	70774.00000	124000.00000	70774.00000	2344.00000
1990	21	DNK	Denmark	114027131432.79200	302901160660.07400	307766227462.35800	2929800.00000	2.30780	9137.00000	2913800.50000	70922.00000	148000.00000	70922.00000	2344.00000
1991	21	DNK	Denmark	115334502585.22300	306785507474.77100	311358670268.91700	2937780.00000	2.38190	9585.00000	2955074.00000	71042.00000	176000.00000	71042.00000	2344.00000
1992	21	DNK	Denmark	117611805228.59300	310742314756.49200	315041087782.99000	2895200.00000	2.45400	10031.00000	3008616.00000	71042.00000	211000.00000	71042.00000	2306.00000
1993	21	DNK	Denmark	117006441470.61900	312424799232.03400	316465645876.94300	2905840.00000	2.53502	10355.00000	3064548.50000	71111.00000	358000.00000	71111.00000	2311.00000
1994	21	DNK	Denmark	123944133907.20000	317185327977.41400	320983723823.62800	2914800.00000	2.61736	10212.00000	3127045.00000	71255.00000	504000.00000	71255.00000	2349.00000
1995	21	DNK	Denmark	128206078516.60500	325402185749.85600	328972677845.29700	2927680.00000	2.70152	11144.00000	3200931.75000	71420.00000	822000.00000	71420.00000	2349.00000
1996	21	DNK	Denmark	131783351385.80500	333584234572.39100	336940497142.10600	2946720.00000	2.78786	11144.00000	3257982.75000	71500.00000	1320000.00000	71500.00000	2349.00000
1997	21	DNK	Denmark	136509671422.19200	345313566227.91600	348468453043.44700	2959160.00000	2.87648	11144.00000	3346323.00000	71600.00000	1440000.00000	71600.00000	2232.00000
1998	21	DNK	Denmark	139655966277.57400	358703553481.99800	361669147088.59800	2955268.75000	2.90165	11813.00000	3495858.00000	71437.00000	1931101.00000	71437.00000	2264.00000
1999	21	DNK	Denmark	143073470804.42600	369681377724.16100	372469035714.36400	2952504.00000	2.92705	12546.00000	3638119.00000	71462.00000	2628585.00000	71462.00000	2324.00000
2000	21	DNK	Denmark	148586716352.35700	383769898606.71800	386390297117.50900	2951310.25000	2.95267	12728.00000	3809440.00000	71591.00000	3363552.00000	71591.00000	2047.00000
1960	22	DOM	Dominican Republic	6721328527.83072	3573940445.52873	4384172681.75328	1001610.00000	0.13000	108.00000	73299.67969	4905.00000	0.00000	2324.00000	270.00000
1961	22	DOM	Dominican Republic	6651539368.40102	3620884907.37387	4382503209.42494	1035600.00000	0.13241	111.00000	74066.63281	5052.00000	0.00000	2443.00000	270.00000
1962	22	DOM	Dominican Republic	8336174167.06695	3855143110.11793	4571064314.04593	1070540.00000	0.13486	111.00000	75745.36719	5624.00000	0.00000	2730.00000	270.00000
1963	22	DOM	Dominican Republic	9149427610.98176	4265088962.86798	4938054894.56031	1142010.00000	0.13736	116.00000	77417.51563	6240.00000	0.00000	3051.00000	270.00000
1964	22	DOM	Dominican Republic	9799340578.56565	4802619874.71423	5435207850.50502	1179660.00000	0.13991	156.00000	79005.72656	6975.00000	0.00000	3409.00000	270.00000
1965	22	DOM	Dominican Republic	8818560620.77294	4887753334.00768	5482386031.25102	1217920.00000	0.14000	178.00000	80909.10938	7728.00000	0.00000	3809.00000	270.00000
1966	22	DOM	Dominican Republic	9673114189.52672	5244648890.87469	5803603626.28343	1296000.00000	0.18164	210.00000	81512.30469	8587.00000	0.00000	4257.00000	270.00000
1967	22	DOM	Dominican Republic	9650701059.65727	5617304929.92389	6142722381.20810	1336550.00000	0.23565	219.00000	83851.00781	9485.00000	0.00000	4757.00000	270.00000
1968	22	DOM	Dominican Republic	9646131160.58629	5965665424.55895	6459557828.76611	1377450.00000	0.30574	273.00000	85208.80469	10268.00000	0.00000	4917.00000	270.00000
1969	22	DOM	Dominican Republic	10441535238.05850	6519267174.53355	6983526034.48828	1461500.00000	0.39666	273.00000	87637.20313	9955.00000	0.00000	5082.00000	270.00000
1970	22	DOM	Dominican Republic	12144895423.13880	7229008725.30671	7665412053.66416	1503820.00000	0.46000	257.00000	89074.00000	10026.00000	0.00000	5153.00000	270.00000
1971	22	DOM	Dominican Republic	13043765212.81370	8085521715.89670	8495740844.55270	1546140.00000	0.46489	257.00000	90006.00000	10467.00000	0.00000	5224.00000	270.00000
1972	22	DOM	Dominican Republic	14080007432.86750	9051344770.03597	9436950750.97261	1588410.00000	0.46984	257.00000	92046.00000	10760.00000	0.00000	6811.00000	270.00000
1973	22	DOM	Dominican Republic	15521449376.45700	10349160004.20130	10711629626.28170	1678690.00000	0.47484	547.00000	94078.00000	11297.00000	0.00000	7343.00000	270.00000
1974	22	DOM	Dominican Republic	16767017518.19910	11920712023.81520	12261433468.57080	1722540.00000	0.47989	703.00000	96008.00000	11445.00000	0.00000	7496.00000	142.00000
1975	22	DOM	Dominican Republic	16984892532.42760	13575709926.65490	13895988084.72510	1766800.00000	0.48000	732.00000	98321.00000	11844.00000	0.00000	7497.00000	142.00000
1976	22	DOM	Dominican Republic	17762658940.44920	14978838962.40610	15279900430.99210	1863210.00000	0.50062	852.00000	99054.00000	12896.00000	0.00000	8656.00000	142.00000
1977	22	DOM	Dominican Republic	18661264746.01790	16476680953.33290	16759678733.80380	1909580.00000	0.52213	900.00000	101896.00000	14035.00000	0.00000	9993.00000	142.00000
1978	22	DOM	Dominican Republic	19346299770.68300	17949319992.98280	18215337906.62540	1956360.00000	0.54456	930.00000	103546.00000	15264.00000	0.00000	11537.00000	142.00000
1979	22	DOM	Dominican Republic	20170429121.89130	19534573551.57750	19784630390.40160	2059130.00000	0.56796	950.00000	106497.00000	16649.00000	0.00000	13319.00000	142.00000
1980	22	DOM	Dominican Republic	22380866323.67070	21258986619.35130	21494040047.84590	2107890.00000	0.57000	970.00000	108243.00000	17659.00000	0.00000	14127.00000	142.00000
1981	22	DOM	Dominican Republic	24516993795.16420	22568213990.98670	22789164213.77170	2156980.00000	0.60526	960.00000	113678.76563	17727.00000	0.00000	14127.00000	142.00000
1982	22	DOM	Dominican Republic	25721743497.69620	23336146739.16480	23543839948.58260	2265970.00000	0.64269	960.00000	118068.78906	17362.00000	0.00000	14948.00000	142.00000
1983	22	DOM	Dominican Republic	26776565103.81940	24238840374.51630	24434071991.36910	2317200.00000	0.68244	960.00000	125006.94531	17659.00000	0.00000	14948.00000	142.00000
1984	22	DOM	Dominican Republic	26980706396.58340	25196184287.75150	25379702007.59310	2369430.00000	0.72465	960.00000	134059.81250	17659.00000	0.00000	14948.00000	142.00000
1985	22	DOM	Dominican Republic	26660305613.92320	25982628898.69540	26155135555.34660	2486640.00000	0.73000	960.00000	143460.00000	17120.00000	0.00000	14986.00000	142.00000
1986	22	DOM	Dominican Republic	27699959971.38410	26813660567.38930	26975816824.64140	2542560.00000	0.77419	960.00000	147989.92188	17120.00000	0.00000	15100.00000	142.00000
1987	22	DOM	Dominican Republic	28765136906.04930	28238020938.27230	28390447820.08930	2599350.00000	0.82106	1065.00000	190618.70313	17120.00000	0.00000	15130.00000	142.00000
1988	22	DOM	Dominican Republic	29403292714.58970	29865019511.32060	30008300780.22850	2724960.00000	0.87076	1405.00000	224809.20313	17277.06445	0.00000	15140.00000	142.00000
1989	22	DOM	Dominican Republic	30368846874.59900	31737484788.68540	31872169181.45890	2784400.00000	0.92347	1405.00000	281224.00000	17277.06445	0.00000	15140.00000	142.00000
1990	22	DOM	Dominican Republic	29225900099.58330	32864479551.54720	32991082880.75420	2844000.00000	0.93000	1447.00000	338345.75000	17591.19336	3170.00000	15160.00000	142.00000
1991	22	DOM	Dominican Republic	30141660950.34120	33612133716.74560	33731140846.20020	2975450.00000	0.98581	1460.00000	407019.31250	17905.32031	5610.00000	15190.00000	142.00000
1992	22	DOM	Dominican Republic	33654013283.83120	35532288594.04430	35644155295.73170	3034960.00000	1.02767	1460.00000	475136.43750	18219.44922	7190.00000	15395.00000	142.00000
1993	22	DOM	Dominican Republic	35670326957.12780	37348932502.12400	37454087201.71010	3093520.00000	1.07088	1610.00000	524777.18750	18533.57813	10400.00000	15595.00000	142.00000
1994	22	DOM	Dominican Republic	37319454422.24700	39274803941.16080	39373649358.77170	3227900.00000	1.11546	1610.00000	549407.00000	18847.70703	21000.00000	15796.00000	142.00000
1995	22	DOM	Dominican Republic	38489097016.42110	41019201666.97090	41112116359.52520	3285660.00000	1.18102	1612.00000	576203.00000	19318.89844	56000.00000	16065.00000	142.00000
1996	22	DOM	Dominican Republic	41744411107.77050	43354099998.58820	43441439809.58920	3344700.00000	1.25044	1612.00000	611335.18750	19790.09180	73400.00000	16225.00000	757.00000
1997	22	DOM	Dominican Republic	44549563456.50580	46427474990.12140	46509574412.46240	3486130.00000	1.30237	1638.00000	706871.18750	20261.28516	133000.00000	16385.00000	757.00000
1998	22	DOM	Dominican Republic	48096503872.76730	50800522091.21980	50877695548.22030	3576780.00000	1.35341	2325.00000	772180.00000	20600.00000	209384.00000	16916.19922	757.00000
1999	22	DOM	Dominican Republic	50789222842.99130	55880425295.92580	55952968345.50630	3668382.75000	1.40645	2941.00000	826746.00000	20600.00000	424434.00000	16224.40039	757.00000
2000	22	DOM	Dominican Republic	54275921130.31010	61206504724.15760	61274695190.76320	3760886.00000	1.46157	3081.00000	894164.00000	20600.00000	705431.00000	16224.40039	757.00000
1960	23	ECU	Ecuador	10582107306.09880	9606366612.59536	26848724851.53040	1509260.00000	0.13280	118.00000	26200.00000	14116.00000	0.00000	761.00000	1152.00000
1961	23	ECU	Ecuador	10747644095.48950	12143694293.85010	28351511038.44910	1553560.00000	0.13820	145.00000	31400.00000	14746.00000	0.00000	858.00000	1152.00000
1962	23	ECU	Ecuador	11086695853.27860	14363529565.95530	29598877305.87830	1599760.00000	0.14470	160.00000	34900.00000	15410.00000	0.00000	971.00000	1152.00000
1963	23	ECU	Ecuador	11588204909.00520	16589334930.80730	30910561806.33490	1599310.00000	0.15340	166.00000	38100.00000	16090.00000	0.00000	1098.00000	1154.00000
1964	23	ECU	Ecuador	12486266050.27210	18899029800.44490	32360983063.44080	1647600.00000	0.16330	186.00000	41300.00000	16845.00000	0.00000	1242.00000	1154.00000
1965	23	ECU	Ecuador	12820483562.84020	21052747951.77000	33706984018.98630	1697520.00000	0.17340	182.00000	48000.00000	17696.00000	0.00000	1406.00000	1154.00000
1966	23	ECU	Ecuador	13051893215.05440	23225100736.15590	35120082639.33910	1749020.00000	0.18250	204.00000	53000.00000	18437.00000	0.00000	1590.00000	1154.00000
1967	23	ECU	Ecuador	13943565356.66730	25893333294.30750	37074616283.29970	1802060.00000	0.19090	221.00000	59000.00000	19172.00000	0.00000	1799.00000	1154.00000
1968	23	ECU	Ecuador	14529712195.59060	28636304751.78080	39146710761.43350	1856610.00000	0.20020	239.00000	68000.00000	18123.00000	0.00000	2432.00000	1154.00000
1969	23	ECU	Ecuador	14942144382.69990	31005957608.19610	40885739257.26970	1912620.00000	0.21290	269.00000	79000.00000	20595.00000	0.00000	2911.00000	990.00000
1970	23	ECU	Ecuador	16043224636.84720	33468264146.03740	42755258896.16650	1910400.00000	0.23110	291.70000	90000.00000	20700.00000	0.00000	2900.00000	990.00000
1971	23	ECU	Ecuador	16822548681.31730	36926708597.17000	45656483662.29130	1967290.00000	0.25020	317.00000	108000.00000	22901.00000	0.00000	3079.00000	990.00000
1972	23	ECU	Ecuador	19011801424.47520	39474979508.03100	47680968069.24510	2025690.00000	0.27250	346.00000	120000.00000	22811.00000	0.00000	2931.00000	990.00000
1973	23	ECU	Ecuador	23739495461.89930	42379899061.89020	50093528309.43140	2085640.00000	0.29840	368.40000	131000.00000	20495.00000	0.00000	3046.00000	990.00000
1974	23	ECU	Ecuador	26326568499.26300	47138304169.06270	54389115661.75150	2147160.00000	0.32270	469.30000	142000.00000	20532.00000	0.00000	3445.00000	990.00000
1975	23	ECU	Ecuador	28276097863.45080	52865903574.60940	59681666377.73690	2210240.00000	0.34860	506.80000	165000.00000	22243.00000	0.00000	3304.00000	965.00000
1976	23	ECU	Ecuador	30999812642.25570	57804180925.84470	64210997960.78440	2274870.00000	0.37740	566.20000	176000.00000	24070.00000	0.00000	3457.00000	965.00000
1977	23	ECU	Ecuador	33839630340.30470	64186042063.38620	70208450076.22960	2341010.00000	0.41120	768.80000	185000.00000	26050.00000	0.00000	3617.00000	965.00000
1978	23	ECU	Ecuador	35941434818.03460	71356796249.09620	77017859781.16900	2408580.00000	0.45210	878.30000	200000.00000	28182.00000	0.00000	3784.00000	965.00000
1979	23	ECU	Ecuador	37758681395.56430	77786230248.47620	83107629968.62460	2477460.00000	0.49760	912.50000	217000.00000	30948.00000	0.00000	4029.00000	965.00000
1980	23	ECU	Ecuador	39797210811.28970	84770550776.15660	89772666513.09610	2547520.00000	0.54500	1081.60000	227000.00000	33006.00000	0.00000	4291.00000	965.00000
1981	23	ECU	Ecuador	41166897075.89440	89772118304.24980	94474107096.97300	2618680.00000	0.59430	1199.40000	241700.00000	33006.00000	0.00000	4291.00000	965.00000
1982	23	ECU	Ecuador	41716680532.65060	95746117030.84980	100165986496.01000	2774890.00000	0.64590	1347.60000	259710.00000	32185.00000	0.00000	4823.00000	966.00000
1983	23	ECU	Ecuador	40239547110.24170	97813579513.80130	101968256811.05200	2850150.00000	0.70230	1842.50000	264898.00000	35662.00000	0.00000	5421.00000	966.00000
1984	23	ECU	Ecuador	41415646305.57840	99644092169.01440	103549488828.43000	2926130.00000	0.76250	1798.30000	264086.00000	37718.00000	0.00000	5922.00000	966.00000
1985	23	ECU	Ecuador	42504639851.81060	101977119275.85500	105648192135.70500	3093660.00000	0.82470	1824.40000	268538.00000	36187.00000	0.00000	5782.00000	966.00000
1986	23	ECU	Ecuador	43691516921.86310	104420034879.11800	107870843367.37700	3172910.00000	0.88180	1822.00000	286413.00000	36187.00000	0.00000	5645.00000	966.00000
1987	23	ECU	Ecuador	40689167644.01170	106448678781.69100	109692438760.65400	3252360.00000	0.93050	1978.00000	335444.00000	36936.00000	0.00000	5974.00000	966.00000
1988	23	ECU	Ecuador	45033796148.22270	108046906000.47600	111096040380.70200	3429790.00000	0.98220	1906.20000	383589.00000	37636.00000	0.00000	6323.00000	966.00000
1989	23	ECU	Ecuador	44729451532.85560	109780985957.54400	112647172274.95700	3511330.00000	1.04190	1907.00000	454158.00000	38908.00000	0.00000	5941.00000	966.00000
1990	23	ECU	Ecuador	45841835463.99420	110161076279.76700	112855291418.13500	3592400.00000	1.10570	1868.50000	490699.21875	43079.00000	0.00000	5582.00000	966.00000
1991	23	ECU	Ecuador	47591980969.71940	112599027614.66000	115131589844.72600	3779360.00000	1.16920	1925.00000	491649.71875	41800.00000	0.00000	5245.00000	956.00000
1992	23	ECU	Ecuador	48793459918.32000	114781365122.75700	117161973619.01800	3864610.00000	1.22830	2445.60000	531102.62500	43079.00000	0.00000	6080.00000	956.00000
1993	23	ECU	Ecuador	49428548836.02530	116461968192.82000	118699740179.30600	3950740.00000	1.30583	2446.10000	597975.87500	43118.00000	0.00000	6123.00000	956.00000
1994	23	ECU	Ecuador	51199555012.98930	119076535339.44000	121180041006.73600	4149910.00000	1.38443	2424.20000	657878.62500	43200.00000	18900.00000	6739.20020	956.00000
1995	23	ECU	Ecuador	52515763538.18620	121280264969.13200	123257560296.39000	4240200.00000	1.46485	2488.40000	696895.18750	43106.00000	54400.00000	7930.00000	956.00000
1996	23	ECU	Ecuador	53753606479.41700	122528746612.29200	124387404219.91500	4328260.00000	1.54815	2747.00000	750000.00000	43249.00000	59800.00000	8010.00000	965.00000
1997	23	ECU	Ecuador	55589317799.96900	124772194381.14700	126519332532.31200	4536060.00000	1.63564	3075.00000	818669.43750	43197.00000	127000.00000	8165.00000	965.00000
1998	23	ECU	Ecuador	55710154810.56230	128241416605.27100	129883726467.36700	4675316.00000	1.66756	3209.90000	990842.00000	43197.00000	242812.00000	8164.23291	965.00000
1999	23	ECU	Ecuador	54931743651.89140	126088888829.88500	127632660100.25600	4817336.00000	1.70011	3634.30000	1129528.00000	43197.00000	383185.00000	8164.23291	965.00000
